Series Name,Series Code,Country Name,Country Code,2018
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Rwanda,RWA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Samoa,WSM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,San Marino,SMR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sao Tome and Principe,STP,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Saudi Arabia,SAU,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Senegal,SEN,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Serbia,SRB,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Seychelles,SYC,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sierra Leone,SLE,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Singapore,SGP,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sint Maarten (Dutch part),SXM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovak Republic,SVK,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovenia,SVN,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Solomon Islands,SLB,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Somalia,SOM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Africa,ZAF,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Sudan,SSD,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Spain,ESP,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sri Lanka,LKA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Kitts and Nevis,KNA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Lucia,LCA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Martin (French part),MAF,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Vincent and the Grenadines,VCT,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sudan,SDN,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Suriname,SUR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sweden,SWE,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Switzerland,CHE,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Syrian Arab Republic,SYR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tajikistan,TJK,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tanzania,TZA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Thailand,THA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Timor-Leste,TLS,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Togo,TGO,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tonga,TON,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Trinidad and Tobago,TTO,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tunisia,TUN,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkey,TUR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkmenistan,TKM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turks and Caicos Islands,TCA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tuvalu,TUV,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uganda,UGA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ukraine,UKR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Arab Emirates,ARE,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Kingdom,GBR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United States,USA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uruguay,URY,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uzbekistan,UZB,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vanuatu,VUT,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Venezuela, RB",VEN,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vietnam,VNM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Virgin Islands (U.S.),VIR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,West Bank and Gaza,PSE,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Yemen, Rep.",YEM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zambia,ZMB,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zimbabwe,ZWE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Afghanistan,AFG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Albania,ALB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Algeria,DZA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,American Samoa,ASM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Andorra,AND,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Angola,AGO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Antigua and Barbuda,ATG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Argentina,ARG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Armenia,ARM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Aruba,ABW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Australia,AUS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Austria,AUT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Azerbaijan,AZE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Bahamas, The",BHS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bahrain,BHR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bangladesh,BGD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Barbados,BRB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belarus,BLR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belgium,BEL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belize,BLZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Benin,BEN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bermuda,BMU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bhutan,BTN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bolivia,BOL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bosnia and Herzegovina,BIH,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Botswana,BWA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brazil,BRA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,British Virgin Islands,VGB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brunei Darussalam,BRN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bulgaria,BGR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burkina Faso,BFA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burundi,BDI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cabo Verde,CPV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cambodia,KHM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cameroon,CMR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Canada,CAN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cayman Islands,CYM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Central African Republic,CAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chad,TCD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Channel Islands,CHI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chile,CHL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,China,CHN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Colombia,COL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Comoros,COM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Dem. Rep.",COD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Rep.",COG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Costa Rica,CRI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cote d'Ivoire,CIV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Croatia,HRV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cuba,CUB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Curacao,CUW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cyprus,CYP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Czech Republic,CZE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Denmark,DNK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Djibouti,DJI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominica,DMA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominican Republic,DOM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ecuador,ECU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Egypt, Arab Rep.",EGY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,El Salvador,SLV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Equatorial Guinea,GNQ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eritrea,ERI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Estonia,EST,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ethiopia,ETH,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Faroe Islands,FRO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Fiji,FJI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Finland,FIN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,France,FRA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,French Polynesia,PYF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gabon,GAB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Gambia, The",GMB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Georgia,GEO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Germany,DEU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ghana,GHA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gibraltar,GIB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greece,GRC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greenland,GRL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Grenada,GRD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guam,GUM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guatemala,GTM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea,GIN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea-Bissau,GNB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guyana,GUY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Haiti,HTI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Honduras,HND,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Hong Kong SAR, China",HKG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Hungary,HUN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iceland,ISL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Indonesia,IDN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Iran, Islamic Rep.",IRN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iraq,IRQ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ireland,IRL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Isle of Man,IMN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Israel,ISR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Italy,ITA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jamaica,JAM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Japan,JPN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jordan,JOR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kazakhstan,KAZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kenya,KEN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kiribati,KIR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Dem. People’s Rep.",PRK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Rep.",KOR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kosovo,XKX,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kuwait,KWT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kyrgyz Republic,KGZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lao PDR,LAO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Latvia,LVA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lebanon,LBN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lesotho,LSO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liberia,LBR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Libya,LBY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liechtenstein,LIE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lithuania,LTU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Luxembourg,LUX,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Macao SAR, China",MAC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,North Macedonia,MKD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Madagascar,MDG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malawi,MWI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malaysia,MYS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Maldives,MDV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mali,MLI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malta,MLT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Marshall Islands,MHL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritania,MRT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritius,MUS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mexico,MEX,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Micronesia, Fed. Sts.",FSM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Moldova,MDA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Monaco,MCO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mongolia,MNG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Montenegro,MNE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Morocco,MAR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mozambique,MOZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Myanmar,MMR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Namibia,NAM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nauru,NRU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nepal,NPL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Netherlands,NLD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Caledonia,NCL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Zealand,NZL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nicaragua,NIC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Niger,NER,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nigeria,NGA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Northern Mariana Islands,MNP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Norway,NOR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Oman,OMN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Pakistan,PAK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Palau,PLW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Panama,PAN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Papua New Guinea,PNG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Paraguay,PRY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Peru,PER,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Philippines,PHL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Poland,POL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Portugal,PRT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Puerto Rico,PRI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Qatar,QAT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Romania,ROU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Russian Federation,RUS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Rwanda,RWA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Samoa,WSM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,San Marino,SMR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sao Tome and Principe,STP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Saudi Arabia,SAU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Senegal,SEN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Serbia,SRB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Seychelles,SYC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sierra Leone,SLE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Singapore,SGP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sint Maarten (Dutch part),SXM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Slovak Republic,SVK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Slovenia,SVN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Solomon Islands,SLB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Somalia,SOM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Africa,ZAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Sudan,SSD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Spain,ESP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sri Lanka,LKA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Kitts and Nevis,KNA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Lucia,LCA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Martin (French part),MAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Vincent and the Grenadines,VCT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sudan,SDN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Suriname,SUR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eswatini,SWZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sweden,SWE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Switzerland,CHE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Syrian Arab Republic,SYR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tajikistan,TJK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tanzania,TZA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Thailand,THA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Timor-Leste,TLS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Togo,TGO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tonga,TON,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Trinidad and Tobago,TTO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tunisia,TUN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turkey,TUR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turkmenistan,TKM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turks and Caicos Islands,TCA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tuvalu,TUV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uganda,UGA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ukraine,UKR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Arab Emirates,ARE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Kingdom,GBR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United States,USA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uruguay,URY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uzbekistan,UZB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Vanuatu,VUT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Venezuela, RB",VEN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Vietnam,VNM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Virgin Islands (U.S.),VIR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,West Bank and Gaza,PSE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Yemen, Rep.",YEM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Zambia,ZMB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Zimbabwe,ZWE,..
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,19484384936.6312
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,15147020535.3869
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,173757952824.25
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,636000000
GDP (current US$),NY.GDP.MKTP.CD,Andorra,AND,3218316013.22626
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,101353230784.594
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1610574074.07407
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,519871519807.795
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,12457941907.0333
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,..
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,1433904348500.12
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,455508255028.219
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,47112941176.4706
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,12424500000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,37652500000
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,274039092455.306
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,5086500000
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,60031262269.3365
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,542685915417.411
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,1871200000
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,14250985958.6727
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,..
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,2446674102.01858
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,40287647901.5919
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,20183498491.2492
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,18663264705.8824
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,1885482534238.33
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,13567351175.0315
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,66200847917.924
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,16199434624.5768
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,3036931818.18182
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,1966983316.32593
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,24571753583.4922
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,38694095650.9763
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,1716262621082.22
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,5485419416.77667
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,2220978978.17342
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,11239167048.4916
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,..
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,298258019275.049
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,13894817110036.3
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,333568926392.586
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,1178530757.72328
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,46831342212.5473
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,11662700148.0791
